lemma,ipa,english,pos,gender,module,level,note,image_url
помилятися,/pomɪˈlʲɑtɪsʲɑ/,to be mistaken,verb,-,46,A2,,
результат,/rɛzulʲˈtɑt/,result,noun,m,46,A2,,
сподіватися,/spodʲiˈvɑtɪsʲɑ/,to hope,verb,-,46,A2,,
умова,/uˈmovɑ/,condition,noun,f,46,A2,,
якщо,/jɑkˈʃtʃo/,if,conj,-,46,A2,,
б,/b/,would (after vowel),particle,-,47,A2,,
би,/bɪ/,would (after consonant),particle,-,47,A2,,
було б,/buˈlo b/,would be,phrase,-,47,A2,,
гіпотетичний,/ɦʲipotɛˈtɪtʃnɪj/,hypothetical,adj,-,47,A2,,
мав би,/mɑv bɪ/,should (m),phrase,-,47,A2,,
могли б,/moɦˈlɪ b/,could (pl/formal),phrase,-,47,A2,,
можливість,/moʒˈlɪvʲistʲ/,possibility,noun,f,47,A2,,
мрія,/ˈmrʲijɑ/,dream,noun,f,47,A2,,
мріяти,/mrʲiˈjɑtɪ/,to dream,verb,-,47,A2,,
на жаль,/nɑ ʒɑlʲ/,unfortunately,phrase,-,47,A2,,
уявити,/ujɑˈvɪtɪ/,to imagine (perf),verb,-,47,A2,,
уявляти,/ujɑvˈlʲɑtɪ/,to imagine (impf),verb,-,47,A2,,
уявний,/ujɑvˈnɪj/,"imaginary, hypothetical",adj,-,47,A2,,
хотів би,/xoˈtʲiv bɪ/,would like (m),phrase,-,47,A2,,
хотіла б,/xoˈtʲilɑ b/,would like (f),phrase,-,47,A2,,
шкода,/ˈʃkodɑ/,"pity, shame",noun,f,47,A2,,
якби,/jɑkˈbɪ/,if (unreal),conj,-,47,A2,,
акція,/ˈɑktsʲijɑ/,"promotion, sale",noun,f,48,A2,,
батарея,/bɑtɑˈrɛjɑ/,battery,noun,f,48,A2,,
бездротовий,/bɛzdroˈtovɪj/,wireless,adj,-,48,A2,,
водонепроникний,/vodonɛproˈnɪknɪj/,waterproof,adj,-,48,A2,,
дефект,/dɛˈfɛkt/,defect,noun,m,48,A2,,
екран,/ɛˈkrɑn/,screen,noun,m,48,A2,,
зарядка,/zɑˈrʲɑdkɑ/,charger,noun,f,48,A2,,
навушники,/nɑˈvuʃnɪkɪ/,headphones,noun,m,48,A2,pl-only,
пам'ять,/ˈpɑmjɑtʲ/,memory,noun,f,48,A2,,
ремінь,/rɛˈmʲinʲ/,belt,noun,m,48,A2,,
розпродаж,/rozpˈrodɑʒ/,sale (clearance),noun,m,48,A2,,
чохол,/tʃoˈxol/,"case, cover",noun,m,48,A2,,
вільний,/ˈvʲilʲnɪj/,"free, available",adj,-,49,A2,,
зайнятий,/zɑjˈnʲɑtɪj/,busy,adj,-,49,A2,,
запрошувати,/zɑproˈʃuvɑtɪ/,to invite (impf),verb,-,49,A2,,
зручний,/zrutʃˈnɪj/,convenient,adj,-,49,A2,,
зустріч,/ˈzustrʲitʃ/,meeting,noun,f,49,A2,,
нагадати,/nɑɦɑˈdɑtɪ/,to remind (perf),verb,-,49,A2,,
опівдні,/oˈpʲivdnʲi/,at noon,adv,-,49,A2,,
перенести,/pɛrɛˈnɛstɪ/,to reschedule (perf),verb,-,49,A2,,
підтвердити,/pʲidˈtvɛrdɪtɪ/,to confirm (perf),verb,-,49,A2,,
план,/plɑn/,plan,noun,m,49,A2,,
призначити,/prɪznɑˈtʃɪtɪ/,to schedule (perf),verb,-,49,A2,,
пропозиція,/propoˈzɪtsʲijɑ/,"suggestion, proposal",noun,f,49,A2,,
скасувати,/skɑsuˈvɑtɪ/,to cancel (perf),verb,-,49,A2,,
чекатиму,/tʃɛˈkɑtɪmu/,I will wait,verb,-,49,A2,,
боятися,/boˈjɑtɪsʲɑ/,to be afraid,verb,-,51,A2,always refl,
зачісуватися,/zɑtʃʲisuˈvɑtɪsʲɑ/,to comb one's hair,verb,-,51,A2,,
митися,/ˈmɪtɪsʲɑ/,to wash oneself,verb,-,51,A2,,
намагатися,/nɑmɑˈɦɑtɪsʲɑ/,to try,verb,-,51,A2,always refl,
себе,/sɛˈbɛ/,oneself (acc/gen),pron,-,51,A2,,
сміятися,/smʲiˈjɑtɪsʲɑ/,to laugh,verb,-,51,A2,always refl,
собі,/soˈbʲi/,oneself (dat/loc),pron,-,51,A2,,
собою,/soˈboju/,oneself (inst),pron,-,51,A2,,
згадувати,/zɦɑˈduvɑtɪ/,to mention (impf),verb,-,52,A2,,
котрий,/koˈtrɪj/,which (formal),pron,m,52,A2,formal,
нічого,/nʲiˈtʃoɦo/,nothing,pron,-,52,A2,,
підписувати,/pʲidpɪˈsuvɑtɪ/,to sign (impf),verb,-,52,A2,,
усе,/uˈsɛ/,everything,pron,n,52,A2,,
щось,/ʃtʃosʲ/,something,pron,n,52,A2,,
які,/jɑˈkʲi/,"which, that, who (pl)",pron,pl,52,A2,,
бо,/bo/,because (casual),conj,-,53,A2,,
змокнути,/zˈmoknʊtɪ/,to get wet (perf),verb,-,53,A2,,
неохоче,/nɛˈoxotʃɛ/,reluctantly,adv,-,53,A2,,
продовжувати,/prodovˈʒuvɑtɪ/,to continue (impf),verb,-,53,A2,,
розбудити,/rozbuˈdɪtɪ/,to wake up (sb) (perf),verb,-,53,A2,,
тому що,/toˈmu ʃtʃo/,because,conj,-,53,A2,,
хоч,/xotʃ/,although (casual),conj,-,53,A2,,
хоча,/xoˈtʃɑ/,although,conj,-,53,A2,,
щоб,/ʃtʃob/,"in order to, so that",conj,-,53,A2,,
боліти,/boˈlʲitɪ/,"to hurt, ache",verb,-,54,A2,,
голова,/ɦoloˈvɑ/,head,noun,f,54,A2,,
горло,/ˈɦorlo/,throat,noun,n,54,A2,,
живіт,/ʒɪˈvʲit/,"stomach, belly",noun,m,54,A2,,
застуда,/zɑˈstudɑ/,cold (illness),noun,f,54,A2,,
кашель,/ˈkɑʃɛlʲ/,cough,noun,m,54,A2,,
ліки,/ˈlʲikɪ/,medicine,noun,m,54,A2,pl-only,
нежить,/ˈnɛʒɪtʲ/,runny nose,noun,m,54,A2,,
рецепт,/rɛˈtsɛpt/,prescription,noun,m,54,A2,,
спина,/spɪˈnɑ/,back,noun,f,54,A2,,
таблетка,/tɑbˈlɛtkɑ/,"tablet, pill",noun,f,54,A2,,
багаж,/bɑˈɦɑʒ/,luggage,noun,m,55,A2,,
відправлення,/vʲidprɑvˈlɛnʲɑ/,departure,noun,n,55,A2,,
вокзал,/vokˈzɑl/,train station,noun,m,55,A2,,
затримка,/zɑˈtrɪmkɑ/,delay,noun,f,55,A2,,
купе,/kuˈpɛ/,compartment,noun,n,55,A2,indecl,
платформа,/plɑtˈformɑ/,platform,noun,f,55,A2,,
посадковий талон,/posɑdˈkovɪj tɑˈlon/,boarding pass,noun,m,55,A2,,
потяг,/ˈpotʲɑɦ/,train,noun,m,55,A2,,
прибуття,/prɪˈbutʲɑ/,arrival,noun,n,55,A2,,
провідник,/provʲidˈnɪk/,conductor,noun,m,55,A2,,
рейс,/rɛjs/,flight,noun,m,55,A2,,
вкладення,/vklɑˈdɛnʲɑ/,attachment,noun,n,56,A2,,
дзвінок,/dzvʲiˈnok/,call,noun,m,56,A2,,
завантажити,/zɑvɑnˈtɑʒɪtɪ/,to download (perf),verb,-,56,A2,,
отримати,/otrɪˈmɑtɪ/,to receive (perf),verb,-,56,A2,,
пароль,/pɑˈrolʲ/,password,noun,m,56,A2,,
переслати,/pɛrɛˈslɑtɪ/,to forward (perf),verb,-,56,A2,,
підписатися,/pʲidpɪˈsɑtɪsʲɑ/,"to subscribe, follow",verb,-,56,A2,,
поділитися,/podʲiˈlɪtɪsʲɑ/,to share,verb,-,56,A2,,
посилання,/posɪˈlɑnʲɑ/,link,noun,n,56,A2,,
вакансія,/vɑˈkɑnsʲijɑ/,"vacancy, job opening",noun,f,57,A2,,
віддалено,/vʲidɑˈlɛno/,remotely,adv,-,57,A2,,
відпустка,/vʲidˈpustkɑ/,vacation,noun,f,57,A2,,
графік,/ˈɦrɑfʲik/,schedule,noun,m,57,A2,,
зарплата,/zɑrˈplɑtɑ/,salary,noun,f,57,A2,,
обов'язок,/oboˈvjɑzok/,"duty, responsibility",noun,m,57,A2,,
підвищення,/pʲidˈvɪʃtʃɛnʲɑ/,promotion,noun,n,57,A2,,
професія,/proˈfɛsʲijɑ/,profession,noun,f,57,A2,,
резюме,/rɛzʲuˈmɛ/,"resume, CV",noun,n,57,A2,indecl,
робота,/roˈbotɑ/,"work, job",noun,f,57,A2,,
співбесіда,/spʲivˈbɛsʲidɑ/,interview,noun,f,57,A2,,
вважати,/vvɑˈʒɑtɪ/,"to believe, consider",verb,-,58,A2,,
впевнений,/vˈpɛvnɛnɪj/,"sure, certain",adj,m,58,A2,,
думка,/ˈdumkɑ/,"opinion, thought",noun,f,58,A2,,
загалом,/zɑˈɦɑlom/,in general,adv,-,58,A2,,
згоден,/ˈzɦodɛn/,agree (m),adj,m,58,A2,short form,
згодна,/ˈzɦodnɑ/,agree (f),adj,f,58,A2,short form,
навпаки,/nɑvˈpɑkɪ/,on the contrary,adv,-,58,A2,,
отже,/ˈotʒɛ/,"so, therefore",conj,-,58,A2,,
переконаний,/pɛrɛˈkonɑnɪj/,convinced,adj,m,58,A2,,
погоджуватися,/poɦoˈdʒuvɑtɪsʲɑ/,to agree (impf),verb,-,58,A2,,
рація,/ˈrɑtsʲijɑ/,rightness,noun,f,58,A2,мати рацію,
сумніватися,/sumnʲiˈvɑtɪsʲɑ/,to doubt,verb,-,58,A2,,
варто,/ˈvɑrto/,it's worth,adv,-,59,A2,+ infinitive,
відкрито,/vʲidˈkrɪto/,open(ed),particle,-,59,A2,-то form,
дозволено,/dozˈvolɛno/,allowed,particle,-,59,A2,-но form,
заборонено,/zɑboroˈnɛno/,forbidden,particle,-,59,A2,-но form,
зайнято,/ˈzɑjnʲɑto/,"occupied, taken",particle,-,59,A2,-то form,
закрито,/zɑˈkrɪto/,closed,particle,-,59,A2,-то form,
зроблено,/ˈzroblɛno/,"done, made",particle,-,59,A2,-но form,
називатися,/nɑzɪˈvɑtɪsʲɑ/,to be called,verb,-,59,A2,refl,
продаватися,/prodɑˈvɑtɪsʲɑ/,to be sold,verb,-,59,A2,refl,
слід,/slʲid/,one should,adv,-,59,A2,+ infinitive,
Book travel tickets,☐,☐,noun,,60,A2,☐,
Build relative clauses,☐,☐,noun,,60,A2,☐,
Choose between perf/impf aspect,☐,☐,noun,,60,A2,☐,
Discuss health problems,☐,☐,noun,,60,A2,☐,
Express opinions,☐,☐,noun,,60,A2,☐,
Form comparatives and superlatives,☐,☐,noun,,60,A2,☐,
Make conditional sentences,☐,☐,noun,,60,A2,☐,
Talk about work,☐,☐,noun,,60,A2,☐,
Use all 6 cases correctly,☐,☐,noun,,60,A2,☐,
Use reflexive verbs,☐,☐,noun,,60,A2,☐,
в'їхати,/ˈvjixɑtɪ/,to drive into,verb,-,61,A2+,pf,
виїзд,/ˈvɪjizd/,exit (for vehicles),noun,m,61,A2+,,
виїхати,/ˈvɪjixɑtɪ/,"to drive out, leave",verb,-,61,A2+,pf,
вилетіти,/vɪlɛˈtʲitɪ/,"to fly out, depart",verb,-,61,A2+,pf,
винести,/vɪnɛsˈtɪ/,to carry out,verb,-,61,A2+,pf,
від'їхати,/vʲidˈjixɑtɪ/,to drive away,verb,-,61,A2+,pf,
відбуття,/vʲidˈbutʲːɑ/,departure,noun,n,61,A2+,formal,
відійти,/vʲidʲijˈtɪ/,"to step away, leave",verb,-,61,A2+,pf,
відхід,/ˈvʲidxʲid/,departure,noun,m,61,A2+,,
відходити,/vʲidxoˈdɪtɪ/,to depart (habitually),verb,-,61,A2+,impf,
входити,/vxoˈdɪtɪ/,to enter (habitually),verb,-,61,A2+,impf,
дійти,/dʲijˈtɪ/,to reach (on foot),verb,-,61,A2+,pf,
доїхати,/doˈjixɑtɪ/,to reach (by transport),verb,-,61,A2+,pf,
заїзд,/ˈzɑjizd/,entrance (for vehicles),noun,m,61,A2+,,
заїхати,/zɑˈjixɑtɪ/,to stop by (driving),verb,-,61,A2+,pf,
зайти,/zɑjˈtɪ/,to drop by,verb,-,61,A2+,pf,
затор,/zɑˈtor/,traffic jam,noun,m,61,A2+,,
заходити,/zɑxoˈdɪtɪ/,to drop by (habitually),verb,-,61,A2+,impf,
калюжа,/kɑˈlʲuʒɑ/,puddle,noun,f,61,A2+,,
напрямок,/nɑˈprʲɑmok/,direction,noun,m,61,A2+,,
об'їхати,/obˈjixɑtɪ/,to drive around,verb,-,61,A2+,pf,
обійти,/obʲijˈtɪ/,to go around,verb,-,61,A2+,pf,
переїзд,/pɛrɛˈjizd/,move (relocation),noun,m,61,A2+,,
переїхати,/pɛrɛˈjixɑtɪ/,to move (residence),verb,-,61,A2+,pf,
перехід,/ˈpɛrɛxʲid/,"crossing, transition",noun,m,61,A2+,,
переходити,/pɛrɛxoˈdɪtɪ/,to cross (habitually),verb,-,61,A2+,impf,
перехрестя,/pɛrɛˈxrɛstʲɑ/,intersection,noun,n,61,A2+,,
привезти,/prɪvɛzˈtɪ/,to bring (by transport),verb,-,61,A2+,pf,
прилетіти,/prɪlɛˈtʲitɪ/,to arrive (by plane),verb,-,61,A2+,pf,
прихід,/ˈprɪxʲid/,"arrival, coming",noun,m,61,A2+,,
приходити,/prɪxoˈdɪtɪ/,to come (habitually),verb,-,61,A2+,impf,
світлофор,/svʲitloˈfor/,traffic light,noun,m,61,A2+,,
увійти,/uˈvʲijtɪ/,to enter,verb,-,61,A2+,pf,
виграти,/ˈvɪɦrɑtɪ/,to win,verb,-,62,A2+,pf,
вирішити,/vɪˈrʲiʃɪtɪ/,"to decide, solve",verb,-,62,A2+,pf,
витратити,/ˈvɪtrɑtɪtɪ/,to spend,verb,-,62,A2+,pf,
віддати,/vʲiˈdːɑtɪ/,to give back,verb,-,62,A2+,pf,
відпустити,/vʲidpusˈtɪtɪ/,"to release, let go",verb,-,62,A2+,pf,
забути,/zɑˈbutɪ/,to forget,verb,-,62,A2+,pf,
замовити,/zɑˈmovɪtɪ/,to order,verb,-,62,A2+,pf,
записати,/zɑpɪˈsɑtɪ/,to write down,verb,-,62,A2+,pf,
збудувати,/zbuduˈvɑtɪ/,to build,verb,-,62,A2+,pf,
зварити,/zvɑˈrɪtɪ/,to cook,verb,-,62,A2+,pf,
історія,/isˈtorʲijɑ/,"story, history",noun,f,62,A2+,,
навчити,/nɑvˈtʃɪtɪ/,to teach,verb,-,62,A2+,pf,
налити,/nɑˈlɪtɪ/,to pour,verb,-,62,A2+,pf,
намалювати,/nɑmɑlʲuˈvɑtɪ/,to draw/paint,verb,-,62,A2+,pf,
нарізати,/nɑˈrʲizɑtɪ/,to slice,verb,-,62,A2+,pf,
подумати,/poˈdumɑtɪ/,to think over,verb,-,62,A2+,pf,
подякувати,/podʲɑkuˈvɑtɪ/,to thank,verb,-,62,A2+,pf,
помилка,/poˈmɪlkɑ/,mistake,noun,f,62,A2+,,
пообідати,/pooˈbʲidɑtɪ/,to have lunch,verb,-,62,A2+,pf,
поснідати,/posnʲiˈdɑtɪ/,to have breakfast,verb,-,62,A2+,pf,
почитати,/potʃɪˈtɑtɪ/,to read (a while),verb,-,62,A2+,pf,
прожити,/proˈʒɪtɪ/,to live (period),verb,-,62,A2+,pf,
прослухати,/prosˈluxɑtɪ/,to listen through,verb,-,62,A2+,pf,
проспати,/prosˈpɑtɪ/,to oversleep,verb,-,62,A2+,pf,
розбити,/rozˈbɪtɪ/,to break,verb,-,62,A2+,pf,
роздати,/rozˈdɑtɪ/,to distribute,verb,-,62,A2+,pf,
розказати,/rozkɑˈzɑtɪ/,"to tell, narrate",verb,-,62,A2+,pf,
розрізати,/rozˈrʲizɑtɪ/,to cut apart,verb,-,62,A2+,pf,
спитати,/spɪˈtɑtɪ/,to ask,verb,-,62,A2+,pf,
сфотографувати,/sfotoɦrɑfuˈvɑtɪ/,to photograph,verb,-,62,A2+,pf,
багатство,/bɑˈɦɑtstvo/,wealth,noun,n,63,A2+,,
братство,/ˈbrɑtstvo/,brotherhood,noun,n,63,A2+,,
будинок,/buˈdɪnok/,"building, house",noun,m,63,A2+,,
буття,/butʲˈtʲɑ/,"being, existence",noun,n,63,A2+,,
виробництво,/vɪrobˈnɪtstvo/,production,noun,n,63,A2+,,
відповідальність,/vʲidpovʲiˈdɑlʲnʲistʲ/,responsibility,noun,f,63,A2+,,
вільність,/ˈvʲilʲnʲistʲ/,freedom,noun,f,63,A2+,,
глядач,/ɦlʲɑˈdɑtʃ/,viewer,noun,m,63,A2+,,
говоріння,/ɦovoˈrʲinʲːɑ/,speaking,noun,n,63,A2+,,
господарство,/ɦospoˈdɑrstvo/,"economy, farm",noun,n,63,A2+,,
життя,/ʒɪtʲˈtʲɑ/,life,noun,n,63,A2+,,
завдання,/zɑvˈdɑnʲːɑ/,"task, assignment",noun,n,63,A2+,,
записник,/zɑˈpɪsnɪk/,notebook,noun,m,63,A2+,,
знання,/ˈznɑnʲːɑ/,knowledge,noun,n,63,A2+,,
людство,/ˈlʲudstvo/,humanity,noun,n,63,A2+,,
мешканець,/mɛʃˈkɑnɛtsʲ/,resident,noun,m,63,A2+,,
мистецтво,/mɪsˈtɛtstvo/,art,noun,n,63,A2+,,
молодець,/moloˈdɛtsʲ/,well done! fine fellow,noun,m,63,A2+,,
молодість,/ˈmolodʲistʲ/,youth,noun,f,63,A2+,,
навчання,/nɑvˈtʃɑnʲːɑ/,"learning, education",noun,n,63,A2+,,
важливість,/vɑʒˈlɪvʲistʲ/,importance,noun,f,63,A2+,,
особливість,/osobˈlɪvʲistʲ/,peculiarity,noun,f,63,A2+,,
писання,/pɪˈsɑnʲːɑ/,writing,noun,n,63,A2+,,
питання,/pɪˈtɑnʲːɑ/,question,noun,n,63,A2+,,
працівник,/prɑˈtsʲivnɪk/,employee,noun,m,63,A2+,,
робітник,/roˈbʲitnɪk/,worker,noun,m,63,A2+,,
слухання,/sluˈxɑnʲːɑ/,listening,noun,n,63,A2+,,
слухач,/sluˈxɑtʃ/,listener,noun,m,63,A2+,,
старість,/ˈstɑrʲistʲ/,old age,noun,f,63,A2+,,
суспільство,/susˈpʲilʲstvo/,society,noun,n,63,A2+,,
читання,/tʃɪˈtɑnʲːɑ/,reading,noun,n,63,A2+,,
читач,/tʃɪˈtɑtʃ/,reader,noun,m,63,A2+,,
бабусин,/bɑˈbusɪn/,grandmother's,adj,-,64,A2+,,
батьків,/ˈbɑtʲkʲiv/,father's,adj,-,64,A2+,,
весняний,/vɛsˈnʲɑnɪj/,spring,adj,-,64,A2+,,
гірський,/ˈɦʲirskɪj/,mountain,adj,-,64,A2+,,
дбайливий,/ˈdbɑjlɪvɪj/,caring,adj,-,64,A2+,,
денний,/ˈdɛnːɪj/,"daily, daytime",adj,-,64,A2+,,
дитячий,/dɪˈtʲɑtʃɪj/,children's,adj,-,64,A2+,,
зимовий,/zɪˈmovɪj/,winter,adj,-,64,A2+,,
зоряний,/ˈzorʲɑnɪj/,starry,adj,-,64,A2+,,
кам'янистий,/kɑmjɑˈnɪstɪj/,rocky,adj,-,64,A2+,,
київський,/ˈkɪjivskɪj/,Kyivan,adj,-,64,A2+,,
книжковий,/knɪʒˈkovɪj/,book,adj,-,64,A2+,,
корисний,/koˈrɪsnɪj/,useful,adj,-,64,A2+,,
лісовий,/lʲisoˈvɪj/,forest,adj,-,64,A2+,,
літній,/ˈlʲitnʲij/,summer,adj,-,64,A2+,,
людський,/ˈlʲudsʲkɪj/,human,adj,-,64,A2+,,
мамин,/ˈmɑmɪn/,mother's,adj,-,64,A2+,,
міський,/ˈmʲiskɪj/,"city, urban",adj,-,64,A2+,,
морський,/ˈmorskɪj/,"sea, marine",adj,-,64,A2+,,
музичний,/muˈzɪtʃnɪj/,musical,adj,-,64,A2+,,
нічний,/ˈnʲitʃnɪj/,night,adj,-,64,A2+,,
овочевий,/ovoˈtʃɛvɪj/,vegetable,adj,-,64,A2+,,
осінній,/oˈsʲinʲːij/,autumn,adj,-,64,A2+,,
річний,/ˈrʲitʃnɪj/,annual,adj,-,64,A2+,,
сестрин,/sɛsˈtrɪn/,sister's,adj,-,64,A2+,,
сільський,/ˈsʲilʲsʲkɪj/,"village, rural",adj,-,64,A2+,,
спортивний,/sporˈtɪvnɪj/,sports,adj,-,64,A2+,,
студентський,/stuˈdɛntsʲkɪj/,student,adj,-,64,A2+,,
талановитий,/tɑlɑnoˈvɪtɪj/,talented,adj,-,64,A2+,,
театральний,/tɛɑˈtrɑlʲnɪj/,theater,adj,-,64,A2+,,
український,/ukrɑˈjinsʲkɪj/,Ukrainian,adj,-,64,A2+,,
фруктовий,/frukˈtovɪj/,fruit,adj,-,64,A2+,,
виріб,/ˈvɪrʲib/,product,noun,m,65,A2+,,
виробляти,/vɪrobˈlʲɑtɪ/,to produce,verb,-,65,A2+,impf,
вчений,/ˈvtʃɛnɪj/,scientist,noun,m,65,A2+,,
вчитель,/vtʃɪˈtɛlʲ/,teacher (m),noun,m,65,A2+,,
вчителька,/vtʃɪˈtɛlʲkɑ/,teacher (f),noun,f,65,A2+,,
договір,/doɦoˈvʲir/,contract,noun,m,65,A2+,,
запис,/ˈzɑpɪs/,"record, entry",noun,m,65,A2+,,
записка,/zɑˈpɪskɑ/,note,noun,f,65,A2+,,
заробіток,/zɑˈrobʲitok/,earnings,noun,m,65,A2+,,
заробляти,/zɑrobˈlʲɑtɪ/,to earn,verb,-,65,A2+,impf,
мовлення,/movˈlɛnʲːɑ/,speech,noun,n,65,A2+,,
мовчати,/movˈtʃɑtɪ/,to be silent,verb,-,65,A2+,impf,
навчатися,/nɑvˈtʃɑtɪsʲɑ/,to study,verb,-,65,A2+,,
наука,/nɑˈukɑ/,science,noun,f,65,A2+,,
науковий,/nɑuˈkovɪj/,scientific,adj,-,65,A2+,,
начитаний,/nɑtʃɪˈtɑnɪj/,well-read,adj,-,65,A2+,,
опис,/ˈopɪs/,description,noun,m,65,A2+,,
перемовини,/pɛrɛˈmovɪnɪ/,negotiations,noun,pl,65,A2+,,
переписувати,/pɛrɛpɪˈsuvɑtɪ/,to rewrite,verb,-,65,A2+,impf,
перечитати,/pɛrɛtʃɪˈtɑtɪ/,to reread,verb,-,65,A2+,pf,
промова,/proˈmovɑ/,"speech, address",noun,f,65,A2+,,
робочий,/roˈbotʃɪj/,working,adj,-,65,A2+,,
розмова,/rozˈmovɑ/,conversation,noun,f,65,A2+,,
розмовляти,/rozmovˈlʲɑtɪ/,to converse,verb,-,65,A2+,impf,
учениця,/utʃɛˈnɪtsʲɑ/,female student,noun,f,65,A2+,,
учень,/uˈtʃɛnʲ/,"student, pupil",noun,m,65,A2+,,
читальня,/tʃɪˈtɑlʲnʲɑ/,reading room,noun,f,65,A2+,,
в'їзд,/vjizd/,entrance (vehicles),noun,m,66,A2+,,
вибачати,/vɪbɑˈtʃɑtɪ/,to forgive,verb,-,66,A2+,impf,
вибачення,/vɪbɑˈtʃɛnʲːɑ/,apology,noun,n,66,A2+,,
визнавати,/vɪznɑˈvɑtɪ/,to admit,verb,-,66,A2+,impf,
визнання,/vɪzˈnɑnʲːɑ/,recognition,noun,n,66,A2+,,
вислухати,/ˈvɪsluxɑtɪ/,to hear out,verb,-,66,A2+,pf,
від'їзд,/ˈvʲidjizd/,departure (vehicles),noun,m,66,A2+,,
дізнатися,/dʲizˈnɑtɪsʲɑ/,to find out,verb,-,66,A2+,pf,
дохід,/ˈdoxʲid/,income,noun,m,66,A2+,,
знайомий,/znɑˈjomɪj/,acquaintance,noun,m,66,A2+,,
неслухняний,/nɛsluxˈnʲɑnɪj/,disobedient,adj,-,66,A2+,,
передбачати,/pɛrɛdˈbɑtʃɑtɪ/,to foresee,verb,-,66,A2+,impf,
передбачення,/pɛrɛdbɑˈtʃɛnʲːɑ/,prediction,noun,n,66,A2+,,
підслухати,/pʲidsluˈxɑtɪ/,to eavesdrop,verb,-,66,A2+,pf,
підхід,/ˈpʲidxʲid/,approach,noun,m,66,A2+,,
пізнавати,/pʲiznɑˈvɑtɪ/,"to learn, cognize",verb,-,66,A2+,impf,
побачення,/pobɑˈtʃɛnʲːɑ/,"meeting, date",noun,n,66,A2+,,
познайомитися,/poznɑˈjomɪtɪsʲɑ/,to meet,verb,-,66,A2+,pf,
поїздка,/poˈjizdkɑ/,trip,noun,f,66,A2+,,
похід,/ˈpoxʲid/,"hike, campaign",noun,m,66,A2+,,
приїзд,/ˈprɪjizd/,arrival (vehicles),noun,m,66,A2+,,
проїзд,/ˈprojizd/,passage; fare,noun,m,66,A2+,,
слух,/slux/,hearing; rumor,noun,m,66,A2+,,
слухняний,/sluxˈnʲɑnɪj/,obedient,adj,-,66,A2+,,
буряк,/burʲˈɑk/,beet,noun,m,67,A2+,,
варити,/vɑˈrɪtɪ/,"to boil, cook",verb,-,67,A2+,impf,
вершки,/vɛrˈʃkɪ/,cream,noun,pl,67,A2+,,
гіркий,/ˈɦʲirkɪj/,bitter,adj,-,67,A2+,,
голубці,/ɦoluˈptsʲi/,stuffed cabbage,noun,pl,67,A2+,,
гострий,/ˈɦostrɪj/,"spicy, sharp",adj,-,67,A2+,,
готувати,/ɦotuˈvɑtɪ/,"to prepare, cook",verb,-,67,A2+,impf,
гречка,/ˈɦrɛtʃkɑ/,buckwheat,noun,f,67,A2+,,
деруни,/dɛˈrunɪ/,potato pancakes,noun,pl,67,A2+,,
додавати,/dodɑˈvɑtɪ/,to add,verb,-,67,A2+,impf,
дошка,/ˈdoʃkɑ/,cutting board,noun,f,67,A2+,,
духовка,/duˈxovkɑ/,oven,noun,f,67,A2+,,
капуста,/kɑˈpustɑ/,cabbage,noun,f,67,A2+,,
каструля,/kɑsˈtrulʲɑ/,pot,noun,f,67,A2+,,
кислий,/ˈkɪslɪj/,sour,adj,-,67,A2+,,
курятина,/kurʲɑˈtɪnɑ/,chicken (meat),noun,f,67,A2+,,
мішати,/mʲiˈʃɑtɪ/,"to mix, stir",verb,-,67,A2+,impf,
морква,/ˈmorkvɑ/,carrot,noun,f,67,A2+,,
наїстися,/nɑˈjistɪsʲɑ/,to eat one's fill,verb,-,67,A2+,pf,
пекти,/ˈpɛktɪ/,to bake,verb,-,67,A2+,impf,
порція,/ˈportsʲijɑ/,portion,noun,f,67,A2+,,
різати,/ˈrʲizɑtɪ/,to cut,verb,-,67,A2+,impf,
свинина,/svɪˈnɪnɑ/,pork,noun,f,67,A2+,,
сирники,/sɪrˈnɪkɪ/,cottage cheese pancakes,noun,pl,67,A2+,,
сковорода,/skovoroˈdɑ/,frying pan,noun,f,67,A2+,,
смажити,/ˈsmɑʒɪtɪ/,to fry,verb,-,67,A2+,impf,
смакувати,/smɑkuˈvɑtɪ/,to taste (enjoy),verb,-,67,A2+,impf,
сметана,/smɛˈtɑnɑ/,sour cream,noun,f,67,A2+,,
соковитий,/sokoˈvɪtɪj/,juicy,adj,-,67,A2+,,
солодкий,/soˈlodkɪj/,sweet,adj,-,67,A2+,,
солоний,/soˈlonɪj/,salty,adj,-,67,A2+,,
терка,/ˈtɛrkɑ/,grater,noun,f,67,A2+,,
фарш,/fɑrʃ/,ground meat,noun,m,67,A2+,,
цибуля,/tsɪˈbulʲɑ/,onion,noun,f,67,A2+,,
часник,/tʃɑsˈnɪk/,garlic,noun,m,67,A2+,,
яловичина,/jɑloˈvɪtʃɪnɑ/,beef,noun,f,67,A2+,,
алергія,/ɑˈlɛrɦʲijɑ/,allergy,noun,f,68,A2+,,
болить,/boˈlɪtʲ/,hurts,verb,-,68,A2+,3sg,
боляче,/boˈlʲɑtʃɛ/,"painful, it hurts",adv,-,68,A2+,,
втома,/ˈvtomɑ/,fatigue,noun,f,68,A2+,,
грип,/ɦrɪp/,flu,noun,m,68,A2+,,
діагноз,/dʲiɑɦˈnoz/,diagnosis,noun,m,68,A2+,,
